strategy,trades,win_rate,avg_trade,avg_win,avg_loss,expectancy,profit_factor,total_return,max_drawdown,best,worst
Opening Range Breakout,96,0.4895833333333333,0.00015020483149728156,0.004227716049419457,-0.0037608773571219467,0.00015020483149728156,1.0782473943183553,0.013347932782372673,-0.043482989796236694,0.015531938987751454,-0.009772320610235516
VWAP Reversion,182,0.3956043956043956,-0.0006061822473416842,0.0022503751871662545,-0.0024759289317468807,-0.0006061822473416842,0.5949172574764894,-0.10527190773970296,-0.11207182414883411,0.010241223053233625,-0.012933538613313788
